날짜,종가,오픈,고가,저가,거래량,변동 %
2019년 07월 10일,"45,550 ","45,550 ","46,150 ","45,500 ","9,170,000 ",1.00%
2019년 07월 09일,"45,100 ","44,850 ","45,450 ","44,700 ","7,630,000 ",1.58%
2019년 07월 08일,"44,400 ","44,750 ","44,800 ","44,350 ","7,810,000 ",-2.74%
2019년 07월 05일,"45,650 ","45,950 ","45,950 ","45,250 ","7,220,000 ",-0.76%
2019년 07월 04일,"46,000 ","45,250 ","46,200 ","45,250 ","6,360,000 ",1.32%
2019년 07월 03일,"45,400 ","45,750 ","46,350 ","45,200 ","9,660,000 ",-1.84%
2019년 07월 02일,"46,250 ","46,200 ","46,900 ","45,850 ","8,430,000 ",-0.75%
2019년 07월 01일,"46,600 ","47,350 ","47,400 ","46,250 ","11,030,000 ",-0.85%
2019년 06월 28일,"47,000 ","47,000 ","47,000 ","46,700 ","12,250,000 ",1.08%
2019년 06월 27일,"46,500 ","46,000 ","46,600 ","45,750 ","12,580,000 ",1.75%
2019년 06월 26일,"45,700 ","45,800 ","46,000 ","45,600 ","9,020,000 ",0.22%
2019년 06월 25일,"45,600 ","45,200 ","45,800 ","45,200 ","6,870,000 ",0.22%
2019년 06월 24일,"45,500 ","45,200 ","45,800 ","45,200 ","6,070,000 ",-0.44%
2019년 06월 21일,"45,700 ","45,750 ","45,800 ","45,200 ","9,320,000 ",0.44%
2019년 06월 20일,"45,500 ","44,850 ","45,500 ","44,850 ","6,760,000 ",0.33%
2019년 06월 19일,"45,350 ","45,450 ","45,450 ","45,000 ","9,360,000 ",2.25%
2019년 06월 18일,"44,350 ","43,750 ","44,500 ","43,650 ","7,980,000 ",1.03%
2019년 06월 17일,"43,900 ","43,750 ","44,050 ","43,400 ","7,360,000 ",-0.23%
2019년 06월 14일,"44,000 ","43,750 ","44,150 ","43,300 ","8,310,000 ",0.57%
2019년 06월 13일,"43,750 ","44,200 ","44,400 ","43,400 ","16,890,000 ",-1.91%
2019년 06월 12일,"44,600 ","44,800 ","45,050 ","44,300 ","8,550,000 ",-0.56%
2019년 06월 11일,"44,850 ","44,800 ","45,000 ","44,550 ","6,630,000 ",0.11%
2019년 06월 10일,"44,800 ","44,300 ","44,850 ","44,050 ","8,620,000 ",1.36%
2019년 06월 07일,"44,200 ","43,600 ","44,350 ","43,450 ","11,620,000 ",0.68%
2019년 06월 05일,"43,900 ","44,050 ","44,200 ","43,700 ","10,820,000 ",1.04%
2019년 06월 04일,"43,450 ","43,400 ","43,700 ","43,000 ","9,870,000 ",-0.80%
2019년 06월 03일,"43,800 ","42,950 ","43,900 ","42,500 ","15,080,000 ",3.06%
2019년 05월 31일,"42,500 ","42,600 ","42,800 ","42,150 ","10,210,000 ",-0.12%
2019년 05월 30일,"42,550 ","42,200 ","42,700 ","42,150 ","9,980,000 ",1.79%
2019년 05월 29일,"41,800 ","41,850 ","42,100 ","41,300 ","14,520,000 ",-1.76%
2019년 05월 28일,"42,550 ","42,550 ","42,950 ","42,150 ","22,590,000 ",-0.23%
2019년 05월 27일,"42,650 ","42,500 ","43,000 ","42,350 ","7,440,000 ",-0.12%
2019년 05월 24일,"42,700 ","43,800 ","43,800 ","42,400 ","13,340,000 ",-2.62%
2019년 05월 23일,"43,850 ","43,900 ","44,000 ","43,250 ","12,190,000 ",0.80%
2019년 05월 22일,"43,500 ","43,700 ","43,800 ","42,400 ","10,700,000 ",0.81%
2019년 05월 21일,"43,150 ","42,600 ","43,950 ","42,350 ","18,690,000 ",2.74%
2019년 05월 20일,"42,000 ","41,650 ","42,100 ","41,550 ","13,110,000 ",1.94%
2019년 05월 17일,"41,200 ","41,950 ","42,050 ","40,850 ","12,290,000 ",-0.84%
2019년 05월 16일,"41,550 ","42,350 ","42,400 ","41,350 ","13,620,000 ",-2.35%
2019년 05월 15일,"42,550 ","42,700 ","43,050 ","42,550 ","7,660,000 ",-0.23%
2019년 05월 14일,"42,650 ","41,300 ","43,100 ","41,300 ","11,540,000 ",0.00%
2019년 05월 13일,"42,650 ","42,500 ","43,200 ","42,350 ","7,620,000 ",-0.58%
2019년 05월 10일,"42,900 ","42,600 ","43,450 ","42,450 ","13,510,000 ",1.06%
2019년 05월 09일,"42,450 ","43,900 ","44,250 ","42,450 ","22,040,000 ",-4.07%
2019년 05월 08일,"44,250 ","44,300 ","44,850 ","44,200 ","10,040,000 ",-1.34%
2019년 05월 07일,"44,850 ","45,250 ","45,300 ","44,400 ","11,960,000 ",-0.99%
2019년 05월 03일,"45,300 ","45,900 ","46,050 ","45,300 ","6,540,000 ",-1.31%
2019년 05월 02일,"45,900 ","45,500 ","46,150 ","45,400 ","8,620,000 ",0.11%
2019년 04월 30일,"45,850 ","46,000 ","46,300 ","45,350 ","10,160,000 ",-0.65%
2019년 04월 29일,"46,150 ","45,150 ","46,150 ","45,100 ","8,480,000 ",2.90%
2019년 04월 26일,"44,850 ","44,200 ","45,000 ","43,800 ","9,370,000 ",0.45%
2019년 04월 25일,"44,650 ","44,250 ","45,000 ","44,100 ","9,520,000 ",-0.22%
2019년 04월 24일,"44,750 ","45,400 ","45,650 ","44,150 ","12,180,000 ",-1.00%
2019년 04월 23일,"45,200 ","45,050 ","45,500 ","45,000 ","6,880,000 ",-0.33%
2019년 04월 22일,"45,350 ","45,400 ","45,900 ","45,100 ","5,900,000 ",0.11%
2019년 04월 19일,"45,300 ","45,750 ","46,000 ","45,250 ","8,350,000 ",-0.66%
2019년 04월 18일,"45,600 ","47,200 ","47,250 ","45,500 ","10,830,000 ",-3.08%
2019년 04월 17일,"47,050 ","47,300 ","47,600 ","47,000 ","5,470,000 ",-0.42%
2019년 04월 16일,"47,250 ","47,400 ","47,400 ","46,800 ","7,620,000 ",0.43%
2019년 04월 15일,"47,050 ","47,150 ","47,500 ","47,000 ","8,720,000 ",0.43%
2019년 04월 12일,"46,850 ","46,050 ","46,900 ","46,000 ","7,650,000 ",1.30%
2019년 04월 11일,"46,250 ","46,700 ","46,800 ","46,150 ","13,620,000 ",-0.96%
2019년 04월 10일,"46,700 ","46,400 ","46,700 ","46,050 ","10,350,000 ",0.11%
2019년 04월 09일,"46,650 ","46,700 ","46,950 ","46,200 ","6,880,000 ",0.00%
2019년 04월 08일,"46,650 ","47,250 ","47,250 ","46,150 ","8,490,000 ",-0.43%
2019년 04월 05일,"46,850 ","46,950 ","47,550 ","46,600 ","8,530,000 ",-0.21%
2019년 04월 04일,"46,950 ","46,150 ","47,100 ","46,150 ","11,440,000 ",0.75%
2019년 04월 03일,"46,600 ","46,750 ","46,750 ","45,800 ","12,000,000 ",1.86%
2019년 04월 02일,"45,750 ","45,550 ","46,100 ","45,350 ","8,900,000 ",1.55%
2019년 04월 01일,"45,050 ","45,200 ","45,450 ","44,850 ","6,790,000 ",0.90%
2019년 03월 29일,"44,650 ","44,500 ","44,900 ","44,200 ","11,000,000 ",-0.45%
2019년 03월 28일,"44,850 ","44,950 ","45,200 ","44,300 ","6,810,000 ",-1.10%
2019년 03월 27일,"45,350 ","44,750 ","45,600 ","44,250 ","9,320,000 ",0.22%
2019년 03월 26일,"45,250 ","45,500 ","45,700 ","44,900 ","9,650,000 ",-0.55%
2019년 03월 25일,"45,500 ","45,300 ","45,650 ","44,800 ","8,680,000 ",-2.26%
2019년 03월 22일,"46,550 ","46,850 ","47,000 ","46,250 ","12,490,000 ",1.53%
2019년 03월 21일,"45,850 ","44,600 ","46,250 ","44,050 ","21,030,000 ",4.09%
2019년 03월 20일,"44,050 ","43,800 ","44,200 ","43,100 ","9,830,000 ",0.34%
2019년 03월 19일,"43,900 ","43,750 ","43,900 ","43,550 ","7,600,000 ",0.46%
2019년 03월 18일,"43,700 ","43,950 ","44,150 ","43,450 ","8,160,000 ",-1.13%
2019년 03월 15일,"44,200 ","43,800 ","44,250 ","43,700 ","14,610,000 ",0.80%
2019년 03월 14일,"43,850 ","43,700 ","44,300 ","43,550 ","18,020,000 ",0.00%
2019년 03월 13일,"43,850 ","44,250 ","44,450 ","43,700 ","8,100,000 ",-1.79%
2019년 03월 12일,"44,650 ","44,300 ","44,950 ","44,150 ","10,830,000 ",2.29%
2019년 03월 11일,"43,650 ","44,400 ","44,450 ","43,650 ","8,510,000 ",-0.34%
2019년 03월 08일,"43,800 ","44,450 ","44,800 ","43,800 ","7,700,000 ",-1.46%
2019년 03월 07일,"44,450 ","43,400 ","44,950 ","43,400 ","10,990,000 ",1.02%
2019년 03월 06일,"44,000 ","44,000 ","44,300 ","43,700 ","9,950,000 ",-0.56%
2019년 03월 05일,"44,250 ","44,600 ","45,100 ","44,150 ","10,500,000 ",-1.34%
2019년 03월 04일,"44,850 ","46,000 ","46,100 ","44,800 ","12,670,000 ",-0.55%
2019년 02월 28일,"45,100 ","46,400 ","46,500 ","45,100 ","23,500,000 ",-3.53%
2019년 02월 27일,"46,750 ","47,000 ","47,250 ","46,750 ","7,690,000 ",0.00%
2019년 02월 26일,"46,750 ","47,350 ","47,450 ","46,500 ","7,980,000 ",-1.27%
2019년 02월 25일,"47,350 ","47,400 ","47,550 ","47,050 ","7,460,000 ",0.42%
2019년 02월 22일,"47,150 ","46,500 ","47,150 ","46,450 ","6,670,000 ",0.43%
2019년 02월 21일,"46,950 ","46,500 ","47,200 ","46,200 ","8,450,000 ",0.11%
2019년 02월 20일,"46,900 ","46,750 ","47,100 ","46,500 ","11,220,000 ",2.07%
2019년 02월 19일,"45,950 ","45,850 ","46,150 ","45,450 ","6,730,000 ",-0.54%
2019년 02월 18일,"46,200 ","46,500 ","46,850 ","45,850 ","8,170,000 ",0.33%
2019년 02월 15일,"46,050 ","46,750 ","46,850 ","45,650 ","10,540,000 ",-3.05%
2019년 02월 14일,"47,500 ","46,600 ","47,500 ","46,150 ","17,120,000 ",2.81%
2019년 02월 13일,"46,200 ","46,400 ","46,700 ","46,000 ","11,290,000 ",0.33%
2019년 02월 12일,"46,050 ","44,650 ","46,250 ","44,650 ","12,990,000 ",2.33%
2019년 02월 11일,"45,000 ","44,500 ","45,000 ","44,250 ","10,230,000 ",0.45%
2019년 02월 08일,"44,800 ","45,700 ","45,700 ","44,650 ","12,490,000 ",-3.03%
2019년 02월 07일,"46,200 ","46,800 ","47,100 ","46,200 ","15,640,000 ",-0.32%
2019년 02월 01일,"46,350 ","46,650 ","46,950 ","46,250 ","13,630,000 ",0.43%
2019년 01월 31일,"46,150 ","46,650 ","47,050 ","46,150 ","21,470,000 ",-0.54%
2019년 01월 30일,"46,400 ","44,800 ","46,400 ","44,800 ","17,060,000 ",1.98%
2019년 01월 29일,"45,500 ","45,050 ","45,500 ","44,350 ","15,050,000 ",1.00%
2019년 01월 28일,"45,050 ","45,000 ","45,500 ","44,600 ","17,600,000 ",0.67%
2019년 01월 25일,"44,750 ","44,300 ","44,750 ","43,750 ","21,940,000 ",3.95%
2019년 01월 24일,"43,050 ","43,050 ","43,100 ","42,350 ","14,170,000 ",2.50%
2019년 01월 23일,"42,000 ","41,350 ","42,250 ","41,350 ","10,380,000 ",-0.36%
2019년 01월 22일,"42,150 ","42,750 ","42,850 ","41,850 ","9,910,000 ",-1.40%
2019년 01월 21일,"42,750 ","42,700 ","42,750 ","41,900 ","11,340,000 ",1.06%
2019년 01월 18일,"42,300 ","42,000 ","42,400 ","41,950 ","9,730,000 ",0.83%
2019년 01월 17일,"41,950 ","41,700 ","42,100 ","41,450 ","11,570,000 ",1.21%
2019년 01월 16일,"41,450 ","41,150 ","41,450 ","40,700 ","8,480,000 ",0.85%
2019년 01월 15일,"41,100 ","40,050 ","41,100 ","39,850 ","11,220,000 ",2.62%
2019년 01월 14일,"40,050 ","40,450 ","40,700 ","39,850 ","11,980,000 ",-1.11%
2019년 01월 11일,"40,500 ","40,350 ","40,550 ","39,950 ","11,230,000 ",1.76%
2019년 01월 10일,"39,800 ","40,000 ","40,150 ","39,600 ","14,330,000 ",0.51%
2019년 01월 09일,"39,600 ","38,650 ","39,600 ","38,300 ","16,960,000 ",3.94%
2019년 01월 08일,"38,100 ","38,000 ","39,200 ","37,950 ","12,640,000 ",-1.68%
2019년 01월 07일,"38,750 ","38,000 ","38,900 ","37,800 ","11,940,000 ",3.47%
2019년 01월 04일,"37,450 ","37,450 ","37,600 ","36,850 ","13,300,000 ",-0.40%
2019년 01월 03일,"37,600 ","38,300 ","38,550 ","37,450 ","12,440,000 ",-2.97%
2019년 01월 02일,"38,750 ","39,400 ","39,400 ","38,550 ","7,790,000 ",0.13%
2018년 12월 28일,"38,700 ","38,250 ","38,900 ","38,200 ","9,720,000 ",1.18%
2018년 12월 27일,"38,250 ","38,700 ","38,800 ","38,100 ","10,460,000 ",-0.26%
2018년 12월 26일,"38,350 ","38,400 ","38,750 ","38,300 ","12,610,000 ",-1.16%
2018년 12월 24일,"38,800 ","38,500 ","39,050 ","38,300 ","9,720,000 ",0.39%
2018년 12월 21일,"38,650 ","38,200 ","38,650 ","38,100 ","14,040,000 ",0.00%
2018년 12월 20일,"38,650 ","38,600 ","39,100 ","38,500 ","10,560,000 ",-1.15%
2018년 12월 19일,"39,100 ","38,900 ","39,350 ","38,850 ","9,510,000 ",0.51%
2018년 12월 18일,"38,900 ","38,300 ","39,200 ","38,300 ","10,790,000 ",-0.64%
2018년 12월 17일,"39,150 ","38,650 ","39,600 ","38,650 ","11,440,000 ",0.51%
2018년 12월 14일,"38,950 ","40,200 ","40,200 ","38,700 ","18,810,000 ",-2.63%
2018년 12월 13일,"40,000 ","40,650 ","40,750 ","40,000 ","22,700,000 ",-1.11%
2018년 12월 12일,"40,450 ","40,250 ","40,700 ","40,150 ","10,610,000 ",0.50%
2018년 12월 11일,"40,250 ","40,600 ","40,700 ","40,200 ","10,600,000 ",0.12%
2018년 12월 10일,"40,200 ","40,450 ","40,650 ","40,000 ","13,290,000 ",-1.83%
2018년 12월 07일,"40,950 ","40,900 ","41,400 ","40,850 ","11,410,000 ",1.11%
2018년 12월 06일,"40,500 ","40,600 ","41,100 ","40,450 ","14,060,000 ",-2.29%
2018년 12월 05일,"41,450 ","40,900 ","41,750 ","40,850 ","12,030,000 ",-1.66%
2018년 12월 04일,"42,150 ","42,650 ","42,900 ","41,900 ","13,970,000 ",-2.54%
2018년 12월 03일,"43,250 ","42,750 ","43,400 ","42,400 ","11,620,000 ",3.35%
2018년 11월 30일,"41,850 ","43,450 ","44,000 ","41,750 ","19,080,000 ",-3.01%
2018년 11월 29일,"43,150 ","43,850 ","43,850 ","42,900 ","8,440,000 ",0.00%
2018년 11월 28일,"43,150 ","42,800 ","43,200 ","42,750 ","6,860,000 ",0.23%
2018년 11월 27일,"43,050 ","42,900 ","43,100 ","42,500 ","8,150,000 ",1.06%
2018년 11월 26일,"42,600 ","42,150 ","42,800 ","42,100 ","5,960,000 ",0.71%
2018년 11월 23일,"42,400 ","42,450 ","42,600 ","41,900 ","5,180,000 ",-0.12%
2018년 11월 22일,"42,450 ","42,000 ","42,650 ","42,000 ","5,950,000 ",0.83%
2018년 11월 21일,"42,100 ","41,800 ","42,300 ","41,800 ","10,680,000 ",-1.64%
2018년 11월 20일,"42,800 ","42,450 ","43,000 ","42,100 ","9,320,000 ",-1.95%
2018년 11월 19일,"43,650 ","44,050 ","44,250 ","43,450 ","7,500,000 ",-0.34%
2018년 11월 16일,"44,000 ","44,600 ","44,750 ","43,700 ","7,750,000 ",-0.56%
2018년 11월 15일,"44,250 ","44,050 ","44,350 ","43,500 ","5,850,000 ",0.34%
2018년 11월 14일,"44,100 ","44,500 ","44,500 ","43,800 ","6,560,000 ",-0.90%
2018년 11월 13일,"44,500 ","43,900 ","44,500 ","43,400 ","9,020,000 ",-1.55%
2018년 11월 12일,"45,200 ","43,850 ","45,250 ","43,700 ","8,490,000 ",3.20%
2018년 11월 09일,"44,300 ","44,450 ","44,850 ","43,900 ","7,190,000 ",0.57%
2018년 11월 08일,"44,050 ","44,900 ","45,050 ","44,050 ","12,320,000 ",0.11%
2018년 11월 07일,"44,000 ","43,600 ","44,500 ","43,400 ","11,540,000 ",0.57%
2018년 11월 06일,"43,750 ","43,750 ","43,800 ","42,950 ","7,360,000 ",-0.11%
2018년 11월 05일,"43,800 ","43,750 ","43,800 ","42,900 ","9,180,000 ",0.23%
2018년 11월 02일,"44,150 ","43,050 ","44,250 ","42,800 ","16,500,000 ",4.74%
2018년 11월 01일,"42,150 ","42,450 ","42,950 ","42,150 ","12,920,000 ",-0.59%
2018년 10월 31일,"42,400 ","42,900 ","43,350 ","41,700 ","16,990,000 ",0.12%
2018년 10월 30일,"42,350 ","41,400 ","43,000 ","41,000 ","14,190,000 ",2.29%
2018년 10월 29일,"41,400 ","40,850 ","41,950 ","40,550 ","13,030,000 ",0.98%
2018년 10월 26일,"41,000 ","41,100 ","41,300 ","40,400 ","14,000,000 ",0.00%
2018년 10월 25일,"41,000 ","40,600 ","41,550 ","40,550 ","18,580,000 ",-3.64%
2018년 10월 24일,"42,550 ","43,050 ","43,100 ","42,250 ","13,490,000 ",-1.16%
2018년 10월 23일,"43,050 ","43,300 ","43,450 ","42,550 ","9,440,000 ",-1.15%
2018년 10월 22일,"43,550 ","43,450 ","43,950 ","43,200 ","7,790,000 ",0.23%
2018년 10월 19일,"43,900 ","43,900 ","44,150 ","43,450 ","7,780,000 ",-0.34%
2018년 10월 18일,"44,050 ","43,950 ","44,450 ","43,700 ","8,090,000 ",-0.23%
2018년 10월 17일,"44,150 ","44,150 ","44,500 ","44,000 ","8,300,000 ",1.26%
2018년 10월 16일,"43,600 ","43,700 ","44,150 ","43,350 ","6,800,000 ",-0.46%
2018년 10월 15일,"43,800 ","44,050 ","44,050 ","43,350 ","7,190,000 ",-0.45%
2018년 10월 12일,"44,000 ","43,200 ","44,650 ","43,200 ","12,370,000 ",2.09%
2018년 10월 11일,"43,100 ","44,000 ","44,650 ","43,100 ","18,870,000 ",-4.86%
2018년 10월 10일,"45,300 ","45,250 ","45,500 ","44,500 ","9,750,000 ",0.78%
2018년 10월 08일,"44,950 ","44,200 ","45,200 ","44,200 ","6,570,000 ",0.56%
2018년 10월 05일,"44,700 ","44,800 ","45,500 ","44,550 ","10,510,000 ",0.00%
2018년 10월 04일,"44,700 ","45,150 ","45,600 ","44,700 ","11,340,000 ",-2.19%
2018년 10월 02일,"45,700 ","46,450 ","46,700 ","45,700 ","6,340,000 ",-1.40%
2018년 10월 01일,"46,350 ","46,450 ","46,800 ","45,800 ","6,310,000 ",-0.22%
2018년 09월 28일,"46,450 ","47,250 ","47,250 ","46,300 ","10,810,000 ",-2.21%
2018년 09월 27일,"47,500 ","46,950 ","47,500 ","46,450 ","15,260,000 ",0.21%
2018년 09월 21일,"47,400 ","46,550 ","47,550 ","46,550 ","14,390,000 ",0.32%
2018년 09월 20일,"47,250 ","46,850 ","47,600 ","46,400 ","13,400,000 ",2.38%
2018년 09월 19일,"46,150 ","46,000 ","46,200 ","45,700 ","9,260,000 ",1.43%
2018년 09월 18일,"45,500 ","44,950 ","45,900 ","44,700 ","8,970,000 ",0.78%
2018년 09월 17일,"45,150 ","45,550 ","45,800 ","44,900 ","8,100,000 ",-1.53%
2018년 09월 14일,"45,850 ","45,000 ","45,850 ","44,900 ","12,030,000 ",4.09%
2018년 09월 13일,"44,050 ","44,550 ","44,750 ","44,000 ","17,930,000 ",-1.12%
2018년 09월 12일,"44,550 ","44,900 ","45,100 ","44,500 ","11,170,000 ",-1.11%
2018년 09월 11일,"45,050 ","45,550 ","45,900 ","45,050 ","7,810,000 ",-0.99%
2018년 09월 10일,"45,500 ","45,450 ","45,550 ","45,000 ","7,870,000 ",1.34%
2018년 09월 07일,"44,900 ","44,500 ","45,200 ","44,400 ","17,730,000 ",-2.60%
2018년 09월 06일,"46,100 ","46,200 ","46,400 ","45,800 ","8,570,000 ",-1.07%
2018년 09월 05일,"46,600 ","47,300 ","47,450 ","46,400 ","9,100,000 ",-2.20%
2018년 09월 04일,"47,650 ","47,550 ","47,800 ","47,200 ","6,610,000 ",0.42%
2018년 09월 03일,"47,450 ","48,200 ","48,300 ","47,300 ","7,910,000 ",-2.06%
2018년 08월 31일,"48,450 ","47,100 ","48,450 ","47,000 ","13,510,000 ",1.68%
2018년 08월 30일,"47,650 ","46,950 ","47,950 ","46,700 ","12,160,000 ",1.82%
2018년 08월 29일,"46,800 ","46,750 ","46,800 ","46,400 ","5,500,000 ",0.54%
2018년 08월 28일,"46,550 ","46,800 ","46,950 ","46,300 ","7,230,000 ",0.54%
2018년 08월 27일,"46,300 ","46,100 ","46,550 ","46,000 ","5,110,000 ",0.33%
2018년 08월 24일,"46,150 ","45,900 ","46,400 ","45,550 ","6,440,000 ",-0.11%
2018년 08월 23일,"46,200 ","46,150 ","46,200 ","45,700 ","6,600,000 ",0.22%
2018년 08월 22일,"46,100 ","45,150 ","46,200 ","44,900 ","11,630,000 ",2.90%
2018년 08월 21일,"44,800 ","43,700 ","44,900 ","43,700 ","9,470,000 ",2.17%
2018년 08월 20일,"43,850 ","43,500 ","44,200 ","43,500 ","7,200,000 ",-0.57%
2018년 08월 17일,"44,100 ","44,050 ","44,400 ","44,050 ","6,540,000 ",-0.34%
2018년 08월 16일,"44,250 ","43,800 ","44,650 ","43,700 ","10,070,000 ",-1.99%
2018년 08월 14일,"45,150 ","44,850 ","45,400 ","44,850 ","6,370,000 ",0.22%
2018년 08월 13일,"45,050 ","44,950 ","45,100 ","44,650 ","9,780,000 ",-0.77%
2018년 08월 10일,"45,400 ","46,150 ","46,400 ","44,850 ","16,530,000 ",-3.20%
2018년 08월 09일,"46,900 ","47,000 ","47,050 ","46,450 ","11,400,000 ",0.21%
2018년 08월 08일,"46,800 ","47,000 ","47,000 ","46,550 ","6,370,000 ",0.21%
2018년 08월 07일,"46,700 ","46,300 ","46,750 ","45,900 ","9,020,000 ",1.97%
2018년 08월 06일,"45,800 ","46,150 ","46,150 ","45,750 ","6,700,000 ",0.11%
2018년 08월 03일,"45,750 ","45,850 ","45,900 ","45,450 ","7,440,000 ",0.44%
2018년 08월 02일,"45,550 ","46,550 ","46,800 ","45,500 ","7,930,000 ",-2.15%
2018년 08월 01일,"46,550 ","46,050 ","46,850 ","46,050 ","7,090,000 ",0.65%
2018년 07월 31일,"46,250 ","46,200 ","46,450 ","46,000 ","7,590,000 ",-0.54%
2018년 07월 30일,"46,500 ","46,550 ","46,800 ","46,350 ","5,520,000 ",-0.85%
2018년 07월 27일,"46,900 ","46,450 ","47,000 ","46,450 ","4,750,000 ",0.00%
2018년 07월 26일,"46,900 ","46,100 ","47,000 ","46,000 ","7,340,000 ",1.63%
2018년 07월 25일,"46,150 ","46,250 ","46,550 ","45,900 ","7,210,000 ",0.00%
2018년 07월 24일,"46,150 ","46,350 ","46,600 ","45,950 ","7,920,000 ",-0.75%
2018년 07월 23일,"46,500 ","47,100 ","47,200 ","46,150 ","10,810,000 ",-2.00%
2018년 07월 20일,"47,450 ","47,000 ","47,600 ","46,700 ","10,230,000 ",1.17%
2018년 07월 19일,"46,900 ","47,050 ","47,200 ","46,600 ","9,700,000 ",0.75%
2018년 07월 18일,"46,550 ","46,700 ","47,200 ","46,450 ","10,880,000 ",1.53%
2018년 07월 17일,"45,850 ","46,150 ","46,200 ","45,600 ","8,760,000 ",-0.43%
2018년 07월 16일,"46,050 ","46,800 ","46,800 ","46,000 ","7,540,000 ",-0.97%
2018년 07월 13일,"46,500 ","45,800 ","46,500 ","45,750 ","10,960,000 ",2.20%
2018년 07월 12일,"45,500 ","45,900 ","46,250 ","45,450 ","11,780,000 ",-1.09%
2018년 07월 11일,"46,000 ","46,400 ","46,450 ","45,400 ","10,820,000 ",-0.65%
2018년 07월 10일,"46,300 ","46,200 ","46,550 ","46,100 ","9,270,000 ",1.54%
2018년 07월 09일,"45,600 ","45,500 ","46,100 ","45,200 ","11,590,000 ",1.56%
2018년 07월 06일,"44,900 ","45,500 ","45,850 ","44,650 ","17,780,000 ",-2.29%
2018년 07월 05일,"45,950 ","46,100 ","46,550 ","45,600 ","6,910,000 ",-0.65%
2018년 07월 04일,"46,250 ","46,700 ","47,050 ","46,050 ","8,130,000 ",0.22%
2018년 07월 03일,"46,150 ","45,750 ","46,450 ","45,750 ","10,430,000 ",1.32%
2018년 07월 02일,"45,550 ","46,500 ","47,150 ","45,500 ","12,750,000 ",-2.36%
2018년 06월 29일,"46,650 ","46,250 ","47,150 ","46,200 ","13,690,000 ",-0.32%
2018년 06월 28일,"46,800 ","46,850 ","47,150 ","46,600 ","12,080,000 ",-2.40%
2018년 06월 27일,"47,950 ","47,450 ","48,500 ","47,000 ","15,090,000 ",2.02%
2018년 06월 26일,"47,000 ","45,900 ","47,300 ","45,900 ","11,140,000 ",0.75%
2018년 06월 25일,"46,650 ","47,050 ","47,050 ","46,150 ","9,520,000 ",-1.27%
2018년 06월 22일,"47,250 ","47,000 ","47,250 ","46,200 ","10,250,000 ",0.43%
2018년 06월 21일,"47,050 ","47,900 ","47,900 ","47,050 ","9,980,000 ",0.11%
2018년 06월 20일,"47,000 ","47,450 ","47,600 ","46,850 ","11,310,000 ",0.00%
2018년 06월 19일,"47,000 ","47,200 ","47,350 ","46,500 ","15,170,000 ",0.86%
2018년 06월 18일,"46,600 ","47,600 ","47,650 ","46,200 ","16,620,000 ",-2.20%
2018년 06월 15일,"47,650 ","48,500 ","48,700 ","47,650 ","16,840,000 ",-1.14%
