날짜,종가,오픈,고가,저가,거래량,변동 %
2017년 05월 10일,"45,600 ","46,160 ","47,220 ","45,600 ","22,630,000 ",-98.06%
2017년 05월 08일,"47,020 ","45,520 ","47,020 ","45,340 ","16,630,000 ",3.30%
2017년 05월 04일,"45,520 ","45,700 ","45,700 ","44,860 ","11,280,000 ",-97.97%
2017년 05월 02일,"44,900 ","45,500 ","45,500 ","44,760 ","14,030,000 ",-97.99%
2017년 04월 28일,"44,620 ","45,780 ","45,800 ","44,520 ","21,470,000 ",1.78%
2017년 04월 27일,"43,840 ","42,700 ","44,520 ","41,960 ","21,480,000 ",2.43%
2017년 04월 26일,"42,800 ","42,700 ","42,800 ","42,520 ","10,630,000 ",0.23%
2017년 04월 25일,"42,700 ","41,460 ","42,740 ","41,320 ","14,250,000 ",3.54%
2017년 04월 24일,"41,240 ","41,260 ","41,260 ","40,920 ","7,010,000 ",1.18%
2017년 04월 21일,"40,760 ","40,480 ","41,400 ","40,480 ","12,160,000 ",1.19%
2017년 04월 20일,"40,280 ","40,580 ","40,800 ","40,080 ","19,560,000 ",-1.52%
2017년 04월 19일,"40,900 ","41,300 ","41,420 ","40,900 ","10,140,000 ",-1.45%
2017년 04월 18일,"41,500 ","41,680 ","41,820 ","41,280 ","6,350,000 ",-0.14%
2017년 04월 17일,"41,560 ","42,000 ","42,080 ","41,520 ","4,200,000 ",-1.09%
2017년 04월 14일,"42,020 ","42,160 ","42,260 ","41,760 ","4,460,000 ",-0.94%
2017년 04월 13일,"42,420 ","41,660 ","42,460 ","41,660 ","8,480,000 ",1.24%
2017년 04월 12일,"41,900 ","41,860 ","41,940 ","41,700 ","6,770,000 ",0.72%
2017년 04월 11일,"41,600 ","41,940 ","41,940 ","41,580 ","5,370,000 ",-0.81%
2017년 04월 10일,"41,940 ","41,940 ","41,940 ","41,500 ","6,070,000 ",0.82%
2017년 04월 07일,"41,600 ","41,800 ","41,820 ","41,160 ","8,320,000 ",-0.57%
2017년 04월 06일,"41,840 ","42,000 ","42,080 ","41,600 ","7,780,000 ",-0.71%
2017년 04월 05일,"42,140 ","41,900 ","42,240 ","41,700 ","8,750,000 ",0.14%
2017년 04월 04일,"42,080 ","41,600 ","42,180 ","41,520 ","10,120,000 ",1.54%
2017년 04월 03일,"41,440 ","41,400 ","41,720 ","41,300 ","7,790,000 ",0.58%
2017년 03월 31일,"41,200 ","41,820 ","42,020 ","41,200 ","9,740,000 ",-1.86%
2017년 03월 30일,"41,980 ","41,880 ","42,440 ","41,880 ","8,090,000 ",0.48%
2017년 03월 29일,"41,780 ","41,740 ","41,960 ","41,580 ","10,080,000 ",0.72%
2017년 03월 28일,"41,480 ","41,560 ","41,840 ","41,380 ","8,140,000 ",0.68%
2017년 03월 27일,"41,200 ","41,200 ","41,880 ","41,180 ","9,570,000 ",-0.72%
2017년 03월 24일,"41,500 ","41,600 ","41,980 ","41,080 ","12,650,000 ",-0.72%
2017년 03월 23일,"41,800 ","42,200 ","42,360 ","41,700 ","14,990,000 ",-1.55%
2017년 03월 22일,"42,460 ","41,600 ","42,460 ","41,580 ","15,240,000 ",-0.23%
2017년 03월 21일,"42,560 ","41,780 ","42,680 ","41,760 ","11,010,000 ",1.58%
2017년 03월 20일,"41,900 ","42,000 ","42,120 ","41,740 ","9,920,000 ",-1.18%
2017년 03월 17일,"42,400 ","41,800 ","42,500 ","41,720 ","11,340,000 ",1.34%
2017년 03월 16일,"41,840 ","41,800 ","42,180 ","41,540 ","9,810,000 ",1.06%
2017년 03월 15일,"41,400 ","40,800 ","41,440 ","40,800 ","8,300,000 ",0.10%
2017년 03월 14일,"41,360 ","40,620 ","41,540 ","40,500 ","11,320,000 ",1.87%
2017년 03월 13일,"40,600 ","40,040 ","40,980 ","40,040 ","7,410,000 ",1.05%
2017년 03월 10일,"40,180 ","39,960 ","40,420 ","39,860 ","10,120,000 ",-0.05%
2017년 03월 09일,"40,200 ","40,200 ","40,300 ","40,020 ","11,410,000 ",0.00%
2017년 03월 08일,"40,200 ","40,200 ","40,620 ","40,140 ","10,840,000 ",0.00%
2017년 03월 07일,"40,200 ","39,800 ","40,320 ","39,800 ","10,540,000 ",0.30%
2017년 03월 06일,"40,080 ","39,220 ","40,220 ","39,220 ","12,200,000 ",1.16%
2017년 03월 03일,"39,620 ","39,340 ","39,720 ","39,160 ","12,690,000 ",-0.25%
2017년 03월 02일,"39,720 ","38,420 ","39,860 ","38,420 ","20,810,000 ",3.33%
2017년 02월 28일,"38,440 ","38,060 ","38,760 ","37,960 ","15,000,000 ",1.00%
2017년 02월 27일,"38,060 ","38,020 ","38,140 ","37,700 ","8,740,000 ",-0.42%
2017년 02월 24일,"38,220 ","38,960 ","39,100 ","38,060 ","8,790,000 ",-2.45%
2017년 02월 23일,"39,180 ","39,020 ","39,440 ","39,020 ","10,030,000 ",-0.31%
2017년 02월 22일,"39,300 ","39,000 ","39,340 ","38,980 ","8,530,000 ",0.92%
2017년 02월 21일,"38,940 ","38,540 ","39,560 ","38,420 ","10,480,000 ",0.72%
2017년 02월 20일,"38,660 ","38,220 ","38,780 ","38,160 ","7,470,000 ",2.11%
2017년 02월 17일,"37,860 ","37,560 ","38,040 ","37,280 ","15,080,000 ",-0.42%
2017년 02월 16일,"38,020 ","37,800 ","38,360 ","37,780 ","10,220,000 ",0.80%
2017년 02월 15일,"37,720 ","37,080 ","37,960 ","37,080 ","13,880,000 ",0.37%
2017년 02월 14일,"37,580 ","37,960 ","38,260 ","37,320 ","13,040,000 ",-1.00%
2017년 02월 13일,"37,960 ","37,740 ","38,060 ","37,720 ","10,390,000 ",-1.04%
2017년 02월 10일,"38,360 ","38,400 ","38,760 ","38,300 ","10,720,000 ",-0.10%
2017년 02월 09일,"38,400 ","38,780 ","38,840 ","38,220 ","13,160,000 ",0.00%
2017년 02월 08일,"38,400 ","38,740 ","38,780 ","38,200 ","12,870,000 ",-1.08%
2017년 02월 07일,"38,820 ","39,560 ","39,580 ","38,760 ","12,170,000 ",-1.87%
2017년 02월 06일,"39,560 ","39,580 ","39,660 ","39,140 ","8,820,000 ",0.25%
2017년 02월 03일,"39,460 ","39,400 ","39,500 ","39,180 ","8,470,000 ",0.25%
2017년 02월 02일,"39,360 ","39,600 ","39,660 ","39,200 ","11,890,000 ",0.61%
2017년 02월 01일,"39,120 ","39,540 ","39,660 ","39,040 ","13,000,000 ",-0.86%
2017년 01월 26일,"39,900 ","39,420 ","40,000 ","39,420 ","12,900,000 ",1.27%
2017년 01월 25일,"39,400 ","38,340 ","39,400 ","38,320 ","13,140,000 ",3.25%
2017년 01월 24일,"38,160 ","38,120 ","38,580 ","37,880 ","9,730,000 ",0.26%
2017년 01월 23일,"38,060 ","37,200 ","38,060 ","37,000 ","8,500,000 ",2.31%
2017년 01월 20일,"37,200 ","37,120 ","37,420 ","36,880 ","8,760,000 ",-0.75%
2017년 01월 19일,"37,480 ","37,720 ","37,920 ","37,020 ","8,970,000 ",1.46%
2017년 01월 18일,"36,940 ","37,040 ","37,500 ","36,620 ","8,860,000 ",-0.05%
2017년 01월 17일,"36,960 ","36,580 ","37,460 ","36,580 ","8,090,000 ",0.82%
2017년 01월 16일,"36,660 ","36,860 ","37,820 ","36,320 ","16,590,000 ",-2.14%
2017년 01월 13일,"37,460 ","38,100 ","38,320 ","37,460 ","15,380,000 ",-3.45%
2017년 01월 12일,"38,800 ","38,000 ","38,800 ","37,980 ","11,590,000 ",1.36%
2017년 01월 11일,"38,280 ","37,520 ","38,560 ","37,420 ","11,860,000 ",2.79%
2017년 01월 10일,"37,240 ","37,280 ","37,400 ","37,080 ","8,710,000 ",0.05%
2017년 01월 09일,"37,220 ","36,600 ","37,500 ","36,560 ","12,870,000 ",2.82%
2017년 01월 06일,"36,200 ","36,180 ","36,440 ","36,040 ","8,380,000 ",1.80%
2017년 01월 05일,"35,560 ","36,060 ","36,060 ","35,540 ","10,490,000 ",-1.66%
2017년 01월 04일,"36,160 ","36,500 ","36,520 ","36,100 ","7,310,000 ",-0.88%
2017년 01월 03일,"36,480 ","36,280 ","36,620 ","36,020 ","7,340,000 ",1.05%
2017년 01월 02일,"36,100 ","35,980 ","36,240 ","35,880 ","4,650,000 ",-98.00%
2016년 12월 29일,"36,040 ","35,420 ","36,040 ","35,400 ","7,000,000 ",0.78%
2016년 12월 28일,"35,760 ","35,840 ","35,980 ","35,600 ","6,620,000 ",-0.61%
2016년 12월 27일,"35,980 ","35,980 ","36,200 ","35,860 ","4,600,000 ",0.06%
2016년 12월 26일,"35,960 ","35,600 ","36,000 ","35,560 ","4,800,000 ",-97.98%
2016년 12월 23일,"35,640 ","36,020 ","36,080 ","35,600 ","8,120,000 ",-1.49%
2016년 12월 22일,"36,180 ","36,260 ","36,300 ","35,980 ","5,330,000 ",0.22%
2016년 12월 21일,"36,100 ","36,360 ","36,600 ","36,020 ","6,530,000 ",-0.39%
2016년 12월 20일,"36,240 ","35,920 ","36,400 ","35,840 ","6,130,000 ",0.95%
2016년 12월 19일,"35,900 ","35,620 ","36,380 ","35,620 ","5,440,000 ",-98.00%
2016년 12월 16일,"35,860 ","35,300 ","36,020 ","35,200 ","11,500,000 ",1.93%
2016년 12월 15일,"35,180 ","34,820 ","35,500 ","34,820 ","5,770,000 ",-1.01%
2016년 12월 14일,"35,540 ","35,560 ","35,680 ","35,280 ","7,180,000 ",0.62%
2016년 12월 13일,"35,320 ","34,620 ","35,440 ","34,620 ","10,880,000 ",0.80%
2016년 12월 12일,"35,040 ","34,660 ","35,360 ","34,660 ","11,180,000 ",-98.03%
2016년 12월 09일,"35,600 ","35,900 ","35,900 ","35,400 ","9,520,000 ",-0.56%
2016년 12월 08일,"35,800 ","35,980 ","36,020 ","35,520 ","16,400,000 ",1.02%
2016년 12월 07일,"35,440 ","35,040 ","35,480 ","35,040 ","9,540,000 ",1.37%
2016년 12월 06일,"34,960 ","34,440 ","35,200 ","34,400 ","13,690,000 ",1.75%
2016년 12월 05일,"34,360 ","34,340 ","34,680 ","34,220 ","8,470,000 ",-98.01%
2016년 12월 02일,"34,540 ","34,480 ","34,760 ","34,140 ","14,060,000 ",-1.26%
2016년 12월 01일,"34,980 ","34,800 ","35,060 ","34,660 ","13,100,000 ",0.17%
2016년 11월 30일,"34,920 ","33,540 ","34,940 ","33,540 ","25,480,000 ",4.11%
2016년 11월 29일,"33,540 ","33,800 ","33,960 ","33,380 ","17,660,000 ",0.00%
2016년 11월 28일,"33,540 ","33,000 ","33,620 ","32,800 ","12,980,000 ",-97.97%
2016년 11월 25일,"33,000 ","32,820 ","33,040 ","32,660 ","6,260,000 ",0.00%
2016년 11월 24일,"33,000 ","32,980 ","33,040 ","32,660 ","7,430,000 ",0.06%
2016년 11월 23일,"32,980 ","33,220 ","33,220 ","32,520 ","12,220,000 ",0.55%
2016년 11월 22일,"32,800 ","32,140 ","32,900 ","32,000 ","9,750,000 ",2.95%
2016년 11월 21일,"31,860 ","31,300 ","32,120 ","31,300 ","8,180,000 ",-97.99%
2016년 11월 18일,"31,720 ","31,640 ","31,760 ","31,400 ","9,340,000 ",1.15%
2016년 11월 17일,"31,360 ","31,100 ","31,520 ","30,900 ","7,860,000 ",0.64%
2016년 11월 16일,"31,160 ","30,800 ","31,280 ","30,800 ","11,320,000 ",1.23%
2016년 11월 15일,"30,780 ","31,060 ","31,620 ","30,780 ","13,650,000 ",-0.90%
2016년 11월 14일,"31,060 ","31,900 ","31,920 ","31,040 ","15,050,000 ",-98.06%
2016년 11월 11일,"31,960 ","31,700 ","32,360 ","31,700 ","12,750,000 ",-3.09%
2016년 11월 10일,"32,980 ","32,600 ","33,000 ","32,360 ","11,790,000 ",3.32%
2016년 11월 09일,"31,920 ","32,920 ","33,140 ","31,820 ","15,620,000 ",-2.92%
2016년 11월 08일,"32,880 ","32,980 ","32,980 ","32,700 ","5,370,000 ",0.24%
2016년 11월 07일,"32,800 ","32,940 ","33,000 ","32,680 ","7,650,000 ",-97.98%
2016년 11월 04일,"32,540 ","32,100 ","32,680 ","32,100 ","7,100,000 ",0.68%
2016년 11월 03일,"32,320 ","32,600 ","32,800 ","32,120 ","10,320,000 ",-1.64%
2016년 11월 02일,"32,860 ","32,800 ","33,040 ","32,620 ","10,100,000 ",-0.54%
2016년 11월 01일,"33,040 ","32,600 ","33,040 ","32,240 ","10,150,000 ",0.79%
2016년 10월 31일,"32,780 ","32,320 ","32,780 ","32,220 ","11,870,000 ",-97.97%
2016년 10월 28일,"32,280 ","31,600 ","32,280 ","31,600 ","9,830,000 ",2.61%
2016년 10월 27일,"31,460 ","31,420 ","32,340 ","31,120 ","13,830,000 ",0.38%
2016년 10월 26일,"31,340 ","31,940 ","31,980 ","31,240 ","9,730,000 ",-1.88%
2016년 10월 25일,"31,940 ","32,000 ","32,080 ","31,840 ","9,310,000 ",-0.68%
2016년 10월 24일,"32,160 ","31,860 ","32,160 ","31,800 ","8,750,000 ",-97.98%
2016년 10월 21일,"31,780 ","32,120 ","32,260 ","31,760 ","10,320,000 ",-1.91%
2016년 10월 20일,"32,400 ","32,520 ","33,020 ","32,180 ","10,220,000 ",-0.31%
2016년 10월 19일,"32,500 ","31,580 ","32,860 ","31,500 ","14,980,000 ",2.27%
2016년 10월 18일,"31,780 ","31,440 ","31,900 ","31,440 ","10,190,000 ",-0.06%
2016년 10월 17일,"31,800 ","31,300 ","32,040 ","30,760 ","12,660,000 ",-97.98%
2016년 10월 14일,"31,540 ","30,960 ","31,760 ","30,940 ","14,150,000 ",1.28%
2016년 10월 13일,"31,140 ","31,000 ","31,620 ","30,900 ","21,050,000 ",1.43%
2016년 10월 12일,"30,700 ","29,900 ","30,900 ","29,880 ","37,540,000 ",-0.65%
2016년 10월 11일,"30,900 ","32,000 ","32,500 ","30,900 ","34,090,000 ",-8.04%
2016년 10월 10일,"33,600 ","33,000 ","33,780 ","32,560 ","25,070,000 ",-98.03%
2016년 10월 07일,"34,120 ","34,000 ","34,320 ","33,800 ","21,380,000 ",0.89%
2016년 10월 06일,"33,820 ","33,920 ","34,000 ","33,340 ","27,880,000 ",4.45%
2016년 10월 05일,"32,380 ","32,020 ","32,520 ","31,940 ","11,450,000 ",0.31%
2016년 10월 04일,"32,280 ","32,200 ","32,480 ","32,120 ","10,240,000 ",-97.98%
2016년 09월 30일,"31,960 ","31,800 ","32,300 ","31,700 ","11,530,000 ",-0.13%
2016년 09월 29일,"32,000 ","31,460 ","32,380 ","31,440 ","11,380,000 ",2.11%
2016년 09월 28일,"31,340 ","31,080 ","31,460 ","31,080 ","7,810,000 ",-0.13%
2016년 09월 27일,"31,380 ","31,000 ","31,500 ","30,660 ","9,830,000 ",0.06%
2016년 09월 26일,"31,360 ","31,420 ","31,920 ","31,280 ","13,150,000 ",-98.00%
2016년 09월 23일,"31,420 ","31,640 ","31,960 ","31,320 ","16,720,000 ",-2.90%
2016년 09월 22일,"32,360 ","32,000 ","32,820 ","31,980 ","11,010,000 ",1.63%
2016년 09월 21일,"31,840 ","31,900 ","32,020 ","31,520 ","9,960,000 ",0.44%
2016년 09월 20일,"31,700 ","31,180 ","31,760 ","31,180 ","12,920,000 ",1.73%
2016년 09월 19일,"31,160 ","30,760 ","31,380 ","30,720 ","21,330,000 ",-97.96%
2016년 09월 13일,"30,540 ","30,160 ","30,980 ","29,900 ","24,650,000 ",4.23%
2016년 09월 12일,"29,300 ","29,800 ","30,120 ","29,120 ","26,220,000 ",-98.14%
2016년 09월 09일,"31,500 ","32,220 ","32,360 ","31,280 ","13,040,000 ",-3.90%
2016년 09월 08일,"32,780 ","32,460 ","32,780 ","32,280 ","11,840,000 ",1.11%
2016년 09월 07일,"32,420 ","32,960 ","33,040 ","32,420 ","9,570,000 ",-1.34%
2016년 09월 06일,"32,860 ","32,140 ","32,900 ","31,940 ","7,660,000 ",2.30%
2016년 09월 05일,"32,120 ","31,800 ","32,300 ","31,700 ","8,360,000 ",-97.99%
2016년 09월 02일,"31,940 ","31,900 ","32,260 ","31,760 ","8,070,000 ",0.63%
2016년 09월 01일,"31,740 ","31,660 ","31,760 ","31,260 ","18,740,000 ",-2.04%
2016년 08월 31일,"32,400 ","32,820 ","32,820 ","32,220 ","20,480,000 ",-1.52%
2016년 08월 30일,"32,900 ","32,940 ","33,420 ","32,660 ","7,840,000 ",0.30%
2016년 08월 29일,"32,800 ","32,040 ","32,800 ","31,940 ","8,840,000 ",-97.97%
2016년 08월 26일,"32,240 ","32,120 ","32,460 ","32,060 ","12,050,000 ",-1.65%
2016년 08월 25일,"32,780 ","32,600 ","33,180 ","32,440 ","14,120,000 ",-0.85%
2016년 08월 24일,"33,060 ","33,600 ","33,640 ","32,720 ","15,870,000 ",-2.02%
2016년 08월 23일,"33,740 ","33,300 ","33,880 ","33,140 ","10,930,000 ",1.32%
2016년 08월 22일,"33,300 ","33,480 ","33,840 ","33,180 ","12,590,000 ",-98.01%
2016년 08월 19일,"33,500 ","32,760 ","33,500 ","32,720 ","15,290,000 ",2.13%
2016년 08월 18일,"32,800 ","31,340 ","32,880 ","31,320 ","17,870,000 ",4.73%
2016년 08월 17일,"31,320 ","31,380 ","31,400 ","31,020 ","6,850,000 ",-0.13%
2016년 08월 16일,"31,360 ","30,900 ","31,520 ","30,900 ","10,700,000 ",1.49%
2016년 08월 12일,"30,900 ","31,180 ","31,400 ","30,880 ","10,370,000 ",-0.90%
2016년 08월 11일,"31,180 ","30,820 ","31,180 ","30,520 ","10,370,000 ",1.17%
2016년 08월 10일,"30,820 ","31,340 ","31,400 ","30,680 ","12,060,000 ",-1.66%
2016년 08월 09일,"31,340 ","31,480 ","31,580 ","31,140 ","8,760,000 ",-0.13%
2016년 08월 08일,"31,380 ","31,320 ","31,500 ","31,120 ","10,320,000 ",-97.99%
2016년 08월 05일,"31,220 ","30,580 ","31,280 ","30,500 ","6,900,000 ",2.90%
2016년 08월 04일,"30,340 ","30,380 ","30,660 ","30,340 ","7,000,000 ",0.00%
2016년 08월 03일,"30,340 ","30,960 ","30,960 ","30,340 ","7,500,000 ",-2.00%
2016년 08월 02일,"30,960 ","31,360 ","31,360 ","30,920 ","8,310,000 ",-1.28%
2016년 08월 01일,"31,360 ","31,380 ","31,600 ","31,200 ","11,110,000 ",-97.96%
2016년 07월 29일,"30,780 ","30,400 ","31,140 ","30,220 ","14,930,000 ",2.12%
2016년 07월 28일,"30,140 ","30,660 ","30,720 ","29,960 ","9,460,000 ",-1.31%
2016년 07월 27일,"30,540 ","30,240 ","30,580 ","30,240 ","6,330,000 ",-0.20%
2016년 07월 26일,"30,600 ","30,000 ","30,620 ","29,960 ","7,210,000 ",1.86%
2016년 07월 25일,"30,040 ","30,000 ","30,460 ","29,900 ","7,580,000 ",-98.02%
2016년 07월 22일,"30,320 ","30,120 ","30,560 ","30,120 ","8,270,000 ",-1.75%
2016년 07월 21일,"30,860 ","30,800 ","30,940 ","30,740 ","7,950,000 ",0.19%
2016년 07월 20일,"30,800 ","30,660 ","30,840 ","30,480 ","7,760,000 ",0.46%
2016년 07월 19일,"30,660 ","30,560 ","30,800 ","30,440 ","10,120,000 ",0.00%
2016년 07월 18일,"30,660 ","30,360 ","30,660 ","30,000 ","10,920,000 ",-97.98%
2016년 07월 15일,"30,360 ","30,000 ","30,440 ","29,720 ","11,590,000 ",1.20%
2016년 07월 14일,"30,000 ","29,620 ","30,000 ","29,520 ","12,380,000 ",1.28%
2016년 07월 13일,"29,620 ","29,920 ","29,920 ","29,260 ","9,900,000 ",1.16%
2016년 07월 12일,"29,280 ","29,980 ","30,100 ","29,200 ","10,970,000 ",-1.68%
2016년 07월 11일,"29,780 ","29,200 ","30,000 ","29,200 ","13,430,000 ",-97.96%
2016년 07월 08일,"29,200 ","29,000 ","29,500 ","28,980 ","12,340,000 ",0.69%
2016년 07월 07일,"29,000 ","28,420 ","29,000 ","28,320 ","11,310,000 ",2.04%
2016년 07월 06일,"28,420 ","28,940 ","29,040 ","28,240 ","16,040,000 ",-3.27%
2016년 07월 05일,"29,380 ","29,320 ","29,500 ","29,240 ","7,770,000 ",0.20%
2016년 07월 04일,"29,320 ","29,280 ","29,480 ","29,020 ","7,840,000 ",0.00%
2016년 07월 01일,"29,320 ","28,540 ","29,580 ","28,540 ","14,340,000 ",2.88%
2016년 06월 30일,"28,500 ","28,160 ","28,900 ","27,940 ","13,650,000 ",2.08%
2016년 06월 29일,"27,920 ","28,160 ","28,240 ","27,820 ","10,410,000 ",-0.21%
2016년 06월 28일,"27,980 ","27,800 ","28,080 ","27,580 ","10,690,000 ",0.07%
2016년 06월 27일,"27,960 ","28,000 ","28,100 ","27,700 ","11,840,000 ",-0.14%
2016년 06월 24일,"28,000 ","28,900 ","28,900 ","27,200 ","20,500,000 ",-2.10%
2016년 06월 23일,"28,600 ","28,880 ","28,900 ","28,540 ","11,210,000 ",-1.04%
2016년 06월 22일,"28,900 ","28,920 ","29,000 ","28,620 ","8,860,000 ",-0.21%
2016년 06월 21일,"28,960 ","28,640 ","28,980 ","28,520 ","9,680,000 ",1.19%
2016년 06월 20일,"28,620 ","28,540 ","28,960 ","28,520 ","13,420,000 ",-97.99%
2016년 06월 17일,"28,520 ","28,200 ","28,700 ","28,200 ","16,410,000 ",1.21%
2016년 06월 16일,"28,180 ","28,260 ","28,340 ","27,900 ","14,450,000 ",-0.28%
2016년 06월 15일,"28,260 ","27,700 ","28,320 ","27,660 ","15,110,000 ",2.39%
2016년 06월 14일,"27,600 ","27,420 ","27,720 ","27,380 ","12,170,000 ",0.66%
2016년 06월 13일,"27,420 ","27,920 ","27,920 ","27,240 ","14,510,000 ",-98.05%
2016년 06월 10일,"28,120 ","28,480 ","28,500 ","28,080 ","14,470,000 ",-1.68%
2016년 06월 09일,"28,600 ","28,160 ","28,600 ","28,120 ","25,630,000 ",1.71%
2016년 06월 08일,"28,120 ","28,380 ","28,380 ","27,780 ","17,350,000 ",0.57%
2016년 06월 07일,"27,960 ","27,720 ","28,040 ","27,600 ","23,020,000 ",-97.97%
2016년 06월 03일,"27,540 ","27,400 ","27,580 ","27,280 ","15,550,000 ",0.88%
2016년 06월 02일,"27,300 ","27,000 ","27,440 ","26,920 ","23,640,000 ",2.40%
2016년 06월 01일,"26,660 ","25,960 ","26,820 ","25,900 ","23,250,000 ",3.17%
2016년 05월 31일,"25,840 ","25,600 ","26,000 ","25,360 ","59,920,000 ",0.94%
2016년 05월 30일,"25,600 ","25,940 ","25,940 ","25,480 ","10,230,000 ",-98.00%
2016년 05월 27일,"25,640 ","26,000 ","26,020 ","25,460 ","13,100,000 ",-1.08%
2016년 05월 26일,"25,920 ","25,980 ","26,060 ","25,900 ","11,590,000 ",0.08%
2016년 05월 25일,"25,900 ","25,660 ","25,960 ","25,480 ","11,850,000 ",1.89%
2016년 05월 24일,"25,420 ","25,720 ","25,780 ","25,360 ","9,560,000 ",-1.17%
2016년 05월 23일,"25,720 ","25,380 ","25,720 ","25,380 ","8,040,000 ",-97.97%
2016년 05월 20일,"25,380 ","25,400 ","25,600 ","25,380 ","7,960,000 ",-0.08%
2016년 05월 19일,"25,400 ","25,360 ","25,540 ","25,320 ","9,210,000 ",0.16%
2016년 05월 18일,"25,360 ","25,280 ","25,420 ","25,100 ","8,700,000 ",0.32%
2016년 05월 17일,"25,280 ","24,980 ","25,300 ","24,980 ","9,090,000 ",1.28%
2016년 05월 16일,"24,960 ","25,060 ","25,260 ","24,940 ","11,630,000 ",-98.01%
2016년 05월 13일,"25,060 ","25,620 ","25,620 ","25,020 ","12,260,000 ",-2.19%
2016년 05월 12일,"25,620 ","25,840 ","25,840 ","25,500 ","7,580,000 ",-0.85%
2016년 05월 11일,"25,840 ","25,920 ","25,980 ","25,740 ","8,700,000 ",-0.31%
2016년 05월 10일,"25,920 ","25,980 ","26,000 ","25,760 ","8,350,000 ",-0.23%
2016년 05월 09일,"25,980 ","25,800 ","26,000 ","25,700 ","13,660,000 ",-97.99%
2016년 05월 04일,"25,800 ","25,440 ","25,800 ","25,240 ","13,890,000 ",2.30%
2016년 05월 03일,"25,220 ","25,340 ","25,400 ","25,120 ","7,890,000 ",0.88%
2016년 05월 02일,"25,000 ","24,940 ","25,240 ","24,900 ","7,010,000 ",-97.99%
2016년 04월 29일,"24,900 ","25,200 ","25,340 ","24,840 ","14,630,000 ",-1.58%
2016년 04월 28일,"25,300 ","26,000 ","26,000 ","25,220 ","13,940,000 ",-2.69%
2016년 04월 27일,"26,000 ","25,880 ","26,000 ","25,720 ","8,240,000 ",0.31%
2016년 04월 26일,"25,920 ","25,700 ","26,100 ","25,660 ","7,930,000 ",1.17%
2016년 04월 25일,"25,620 ","25,700 ","25,700 ","25,420 ","4,590,000 ",-98.00%
2016년 04월 22일,"25,600 ","25,880 ","25,880 ","25,540 ","5,730,000 ",-1.08%
2016년 04월 21일,"25,880 ","26,000 ","26,020 ","25,760 ","7,240,000 ",-0.38%
2016년 04월 20일,"25,980 ","25,640 ","26,000 ","25,640 ","7,320,000 ",0.85%
2016년 04월 19일,"25,760 ","25,880 ","25,920 ","25,660 ","7,210,000 ",-0.85%
2016년 04월 18일,"25,980 ","25,900 ","26,100 ","25,840 ","6,420,000 ",-98.00%
2016년 04월 15일,"26,000 ","26,180 ","26,200 ","25,800 ","6,830,000 ",0.00%
2016년 04월 14일,"26,000 ","26,000 ","26,040 ","25,780 ","16,630,000 ",-97.96%
